本日零時到現在累積雨量                                                          
07-NOV-2020 00:00 ～ 07-NOV-2020 23:00                          
      0.5mm 社頭     彰化縣社頭鄉                       
      0.5mm 田尾     彰化縣田尾鄉                       
      0.5mm 西湖     苗栗縣西湖鄉                       
      0.5mm 秀水     彰化縣秀水鄉                       
      0.5mm 北斗     彰化縣北斗鎮                       
      0.5mm 西屯     臺中市西屯區                       
      0.5mm 南屯     臺中市南屯區                       
      0.5mm 北政國中 臺北市文山區(水利處)                
      0.5mm 新美國小 嘉義縣阿里山鄉(水保局)              
      0.5mm 崁頭山   臺南市東山區(水保局)                
      0.5mm 佳義國小 屏東縣瑪家鄉(水保局)                
      0.5mm 五城加油 新北市新店區(水保局)                
      0.5mm 雙園     臺北市萬華區(水利處)                
      0.5mm 五峰國小 新竹縣五峰鄉(水保局)                
      0.5mm 集來     高雄市杉林區(水保局)                
      0.5mm 四獸山   臺北市信義區(大地工程處)            
      0.5mm 鳳義坑   花蓮縣鳳林鎮(水保局)                
      0.5mm 菁山里   臺北市士林區(大地工程處)            
      0.5mm 溪山里   臺北市士林區(大地工程處)            
      0.5mm 花園派出 新竹縣五峰鄉(水保局)                
      0.5mm 國姓     南投縣國姓鄉                       
      0.5mm 竹崎     嘉義縣竹崎鄉                       
      0.5mm 龍井     臺中市龍井區                       
      0.5mm 潭子     臺中市潭子區                       
      0.5mm 豐原     臺中市豐原區                       
      0.5mm 大林     嘉義縣大林鎮                       
      0.5mm 鹿寮     臺南市白河區                       
      0.5mm 棋山     雲林縣古坑鄉                       
      0.5mm 峰谷國小 臺中市霧峰區(水保局)                
      0.5mm 德化國小 南投縣魚池鄉(水保局)                
      0.5mm 挹翠山莊 臺北市信義區(大地工程處)            
      0.5mm 左鎮     臺南市左鎮區                       
      0.5mm 溪南(特) 高雄市桃源區                       
      0.5mm 博嘉國小 臺北市文山區(水利處)                
      0.5mm 公館     苗栗縣公館鄉                       
      0.5mm 達卡努瓦 高雄市那瑪夏區                     
      0.5mm 南投服務 南投縣南投市                       
      0.5mm 高中     高雄市桃源區                       
      0.5mm 長豐     南投縣國姓鄉                       
      0.5mm 雙冬     南投縣草屯鎮                       
      0.5mm 芬園     彰化縣芬園鄉                       
      0.5mm 大坑     臺中市北屯區                       
      0.5mm 樟樹山   宜蘭縣南澳鄉                       
      0.5mm 內門     高雄市內門區                       
      0.5mm 曾文     臺南市楠西區                       
      0.5mm 東勢     臺中市東勢區                       
      0.5mm 象鼻     苗栗縣泰安鄉                       
      0.5mm 高鐵彰化 彰化縣田中鎮                       
      0.5mm 新伯公   臺中市東勢區                       
      0.5mm 梨山     臺中市和平區                       
      0.5mm 楠西     臺南市楠西區                       
      0.5mm 關山     臺南市南化區                       
      0.5mm 菜瓜坪   嘉義縣大埔鄉                       
      0.5mm 六分寮   南投縣南投市                       
      0.5mm 草屯     南投縣草屯鎮                       
      0.5mm 大溪永福 桃園市大溪區                       
      0.5mm 瑞穗     花蓮縣瑞穗鄉                       
      0.5mm 萬榮     花蓮縣鳳林鎮                       
      0.5mm 東河     臺南市東山區                       
      0.5mm 新寮     宜蘭縣冬山鄉                       
      0.5mm 羅東     宜蘭縣羅東鎮                       
      0.5mm 光復     花蓮縣光復鄉                       
      0.5mm 鯉魚潭   花蓮縣壽豐鄉                       
      0.5mm 洛韶     花蓮縣秀林鄉                       
      0.5mm 延平     臺東縣延平鄉                       
      0.5mm 金寧     金門縣金寧鄉                       
      0.5mm 南投     南投縣南投市                       
      0.5mm 大雅(中) 臺中市大雅區                       
      0.5mm 下水埔   彰化縣溪州鄉                       
      0.5mm 西德山   宜蘭縣南澳鄉                       
      0.5mm 草嶺     雲林縣古坑鄉                       
      0.5mm 東原     臺南市東山區                       
      0.5mm 昆陽     南投縣仁愛鄉                       
      0.5mm 員林     彰化縣員林市                       
      0.5mm 高鐵苗栗 苗栗縣後龍鎮                       
      0.5mm 竹南     苗栗縣竹南鎮                       
      0.5mm 南勢     苗栗縣後龍鎮                       
      0.5mm 蘭陽分場 宜蘭縣三星鄉(合作站)                
      0.5mm 茶改場   桃園市楊梅區(合作站)                
      0.5mm 九宮碼頭 金門縣烈嶼鄉(合作站)                
      0.5mm 種苗繁殖 臺中市新社區(合作站)                
      0.5mm 溪口農場 嘉義縣溪口鄉(合作站)                
      0.5mm 國一N198 彰化縣彰化市(合作站)                
      0.5mm 國一N174 臺中市西屯區(合作站)                
      0.5mm 桃改臺北 新北市樹林區(合作站)                
      0.5mm 新屋     桃園市新屋區(氣象站)                
      0.5mm 馬祖     連江縣南竿鄉(氣象站)                
      0.5mm 嘉義     嘉義市西區(氣象站)                  
      0.5mm 玉山     南投縣信義鄉(氣象站)                
      0.5mm 臺中     臺中市北區(氣象站)                  
      0.5mm 蘭嶼     臺東縣蘭嶼鄉(氣象站)                
      0.5mm 武陵     臺中市和平區(合作站)                
      0.5mm 田中     彰化縣田中鎮(氣象站)                
      0.5mm 合歡山莊 花蓮縣秀林鄉(合作站)                
      0.5mm 彰師大   彰化縣彰化市(合作站)                
      0.5mm 國一N234 雲林縣西螺鎮(合作站)                
      0.5mm 國一S132 苗栗縣公館鄉(合作站)                
      0.5mm 國一S169 臺中市神岡區(合作站)                
      0.5mm 山佳     新北市樹林區                       
      0.5mm 屈尺     新北市新店區                       
      0.5mm 下盆     新北市烏來區                       
      0.5mm 水尾     桃園市楊梅區                       
      0.5mm 八德     桃園市八德區                       
      0.5mm 大湖     苗栗縣大湖鄉                       
      0.5mm 關西     新竹縣關西鎮                       
      0.5mm 新埔     新竹縣新埔鎮                       
      0.5mm 國四E5K  臺中市神岡區(合作站)                
      0.5mm 國三S217 南投縣草屯鎮(合作站)                
      0.5mm 國三N196 彰化縣彰化市(合作站)                
      0.5mm 國一S207 彰化縣大村鄉(合作站)                
      0.5mm 國一S188 臺中市大肚區(合作站)                
      0.5mm 國三N208 臺中市霧峰區(合作站)                
      0.5mm 國三S140 苗栗縣通霄鎮(合作站)                
      0.5mm 國三S202 彰化縣彰化市(合作站)                
      0.5mm 國三S178 臺中市沙鹿區(合作站)                
      0.5mm 國三S173 臺中市清水區(合作站)                
      0.5mm 紅葉     花蓮縣萬榮鄉                       
      0.5mm 大溪     桃園市大溪區                       
      0.5mm 九份二山 南投縣國姓鄉                       
      0.5mm 貓鼻頭   屏東縣恆春鎮                       
      0.5mm 樟湖     南投縣國姓鄉                       
      0.5mm 白冷     臺中市和平區                       
      0.5mm 鹿野     臺東縣鹿野鄉                       
      0.5mm 春日     屏東縣春日鄉                       
      0.5mm 靜浦     花蓮縣豐濱鄉                       
      0.5mm 白毛台   臺中市新社區                       
      0.5mm 馬拉邦山 苗栗縣大湖鄉                       
      0.5mm 雪霸     新竹縣五峰鄉                       
      0.5mm 龍潭     桃園市龍潭區                       
      0.5mm 小奇萊   南投縣仁愛鄉                       
      0.5mm 摩天     臺東縣海端鄉                       
      0.5mm 新竹市東 新竹市東區                         
      0.5mm 南勢山   苗栗縣泰安鄉                       
      0.5mm 香山     新竹市香山區                       
      0.5mm 蘆竹湳   南投縣中寮鄉                       
      0.5mm 新豐     新竹縣新豐鄉                       
      0.5mm 寶山     新竹縣寶山鄉                       
      0.5mm 三峽     新北市三峽區                       
      0.5mm 四十份   新北市新店區                       
      0.5mm 頭凍     嘉義縣番路鄉                       
      0.5mm 水源     花蓮縣秀林鄉                       
      0.5mm 大禹嶺   花蓮縣秀林鄉                       
      0.5mm 神岡     臺中市神岡區                       
      0.5mm 埔中     南投縣名間鄉                       
      0.0mm 國一S105 新竹縣寶山鄉(合作站)                
      0.0mm 后里     臺中市后里區                       
      0.0mm 國一S114 苗栗縣頭份市(合作站)                
      0.0mm 六十石山 花蓮縣富里鄉(第9河川局)             
      0.0mm 國一S162 臺中市后里區(合作站)                
      0.0mm 立山     花蓮縣卓溪鄉(第9河川局)             
      0.0mm 國三N119 苗栗縣竹南鎮(合作站)                
      0.0mm 凌霄     南投縣仁愛鄉                       
      0.0mm 明里     花蓮縣富里鄉(第9河川局)             
      0.0mm 橫山     新竹縣橫山鄉                       
      0.0mm 竹東     新竹縣竹東鎮                       
      0.0mm 新城國小 新竹縣寶山鄉(第2河川局)             
      0.0mm 林試畢祿 南投縣仁愛鄉(合作站)                
      0.0mm 梅山(2)  高雄市桃源區(第7河川局)             
      0.0mm 內湖國小 新竹市香山區(第2河川局)             
      0.0mm 成德中學 新竹市北區(第2河川局)               
      0.0mm 大竹坑   臺南市南化區(第6河川局)             
      0.0mm 臺大內茅 南投縣信義鄉(合作站)                
      0.0mm 平鎮     桃園市平鎮區                       
      0.0mm 萬大發電 南投縣仁愛鄉(合作站)                
      0.0mm 林試六龜 高雄市六龜區(合作站)                
      0.0mm 林試扇平 高雄市茂林區(合作站)                
      0.0mm 冬山     宜蘭縣冬山鄉(第1河川局)             
      0.0mm 新寮(1)  宜蘭縣冬山鄉(第1河川局)             
      0.0mm 蘆竹     桃園市蘆竹區                       
      0.0mm 新北城   宜蘭縣冬山鄉(第1河川局)             
      0.0mm 大濁水   宜蘭縣南澳鄉(第1河川局)             
      0.0mm 中壢     桃園市中壢區                       
      0.0mm 八德合作 桃園市八德區(合作站)                
      0.0mm 八德蔬果 桃園市八德區(合作站)                
      0.0mm 五峰     宜蘭縣礁溪鄉(第1河川局)             
      0.0mm 卓麓(4)  花蓮縣卓溪鄉(第9河川局)             
      0.0mm 北源     臺東縣東河鄉(第8河川局)             
      0.0mm 觀音     桃園市觀音區                       
      0.0mm 南化(2)  臺南市南化區(第6河川局)             
      0.0mm 溪口(3)  嘉義縣溪口鄉(第5河川局)             
      0.0mm 中坑(3)  嘉義縣大林鎮(第5河川局)             
      0.0mm 楓樹林   南投縣仁愛鄉                       
      0.0mm 六溪     臺南市白河區(第5河川局)             
      0.0mm 東原     臺南市東山區(第5河川局)             
      0.0mm 關山     臺南市南化區(第6河川局)             
      0.0mm 王爺宮   臺南市六甲區(第6河川局)             
      0.0mm 新興橋   南投縣信義鄉                       
      0.0mm 沙坑     嘉義縣竹崎鄉(第5河川局)             
      0.0mm 樟腦寮(2 嘉義縣竹崎鄉(第5河川局)             
      0.0mm 西螺(2)  雲林縣西螺鎮(第4河川局)             
      0.0mm 內茅埔(2 南投縣信義鄉(第4河川局)             
      0.0mm 清流(1)  南投縣仁愛鄉(第3河川局)             
      0.0mm 林內(1)  雲林縣林內鄉(第5河川局)             
      0.0mm 打鐵坑   新竹縣新埔鎮                       
      0.0mm 奧萬大   南投縣仁愛鄉                       
      0.0mm 大湖山   嘉義縣番路鄉(第5河川局)             
      0.0mm 小公田(2 嘉義縣番路鄉(第5河川局)             
      0.0mm 後龍     苗栗縣後龍鎮                       
      0.0mm 湖口     新竹縣湖口鄉                       
      0.0mm 楊梅     桃園市楊梅區                       
      0.0mm 甲仙(2)  高雄市甲仙區(第7河川局)             
      0.0mm 豐南     花蓮縣富里鄉                       
      0.0mm 鳳林山   花蓮縣鳳林鎮                       
      0.0mm 硬漢嶺   新北市八里區(合作站)                
      0.0mm 忠勇     臺東縣長濱鄉(第8河川局)             
      0.0mm 富源     花蓮縣光復鄉                       
      0.0mm 南美山   臺東縣成功鎮                       
      0.0mm 國三N223 南投縣草屯鎮(合作站)                
      0.0mm 國三N252 雲林縣林內鄉(合作站)                
      0.0mm 霧鹿     臺東縣海端鄉(第8河川局)             
      0.0mm 關渡     臺北市北投區                       
      0.0mm 新莊     新北市新莊區                       
      0.0mm 大園     桃園市大園區                       
      0.0mm 桃園     桃園市桃園區                       
      0.0mm 石磐龍   嘉義縣竹崎鄉                       
      0.0mm 林口     新北市林口區                       
      0.0mm 藤枝     高雄市桃源區                       
      0.0mm 新發     高雄市六龜區                       
      0.0mm 文山     臺北市文山區                       
      0.0mm 三重     新北市三重區                       
      0.0mm 瑞里     嘉義縣梅山鄉                       
      0.0mm 臺大和社 南投縣信義鄉(合作站)                
      0.0mm 奇美國小 花蓮縣瑞穗鄉(第9河川局)             
      0.0mm 埔里分場 南投縣魚池鄉(合作站)                
      0.0mm 達觀國小 臺中市和平區(水保局)                
      0.0mm 新店     新北市新店區(檢校中心)              
      0.0mm 臺北     臺北市中正區(氣象站)                
      0.0mm 中坑國小 臺中市和平區(水保局)                
      0.0mm 沄水國小 嘉義縣中埔鄉(水保局)                
      0.0mm 平林國小 南投縣草屯鎮(水保局)                
      0.0mm 福龜國小 南投縣國姓鄉(水保局)                
      0.0mm 人和國小 南投縣水里鄉(水保局)                
      0.0mm 玉峰國小 南投縣水里鄉(水保局)                
      0.0mm 鶯歌     新北市鶯歌區                       
      0.0mm 慈惠堂   苗栗縣銅鑼鄉(水保局)                
      0.0mm 開礦國小 苗栗縣公館鄉(水保局)                
      0.0mm 大艽芎古 桃園市大溪區(水保局)                
      0.0mm 八里     新北市八里區                       
      0.0mm 建安國小 新北市三峽區(水保局)                
      0.0mm 五寮國小 新北市三峽區(水保局)                
      0.0mm 高坡國小 桃園市復興區(水保局)                
      0.0mm 錦山派出 新竹縣關西鎮(水保局)                
      0.0mm 蘆洲     新北市蘆洲區                       
      0.0mm 內灣國小 新竹縣橫山鄉(水保局)                
      0.0mm 錦屏國小 新竹縣尖石鄉(水保局)                
      0.0mm 尖石國小 新竹縣尖石鄉(水保局)                
      0.0mm 北港國小 南投縣國姓鄉(水保局)                
      0.0mm 大觀發電 南投縣水里鄉(水保局)                
      0.0mm 車籠埔   南投縣竹山鎮(水保局)                
      0.0mm 卓蘭     苗栗縣卓蘭鎮                       
      0.0mm 日月潭   南投縣魚池鄉(氣象站)                
      0.0mm 阿里山   嘉義縣阿里山鄉(氣象站)              
      0.0mm 東里國中 花蓮縣富里鄉(水保局)                
      0.0mm 寒溪國小 宜蘭縣大同鄉(水保局)                
      0.0mm 新竹     新竹縣竹北市(氣象站)                
      0.0mm 新發國小 高雄市六龜區(水保局)                
      0.0mm 田埔分校 新竹縣尖石鄉(水保局)                
      0.0mm 嘎色鬧分 桃園市復興區(水保局)                
      0.0mm 淡水     新北市淡水區(氣象站)                
      0.0mm 卓溪國小 花蓮縣玉里鎮(水保局)                
      0.0mm 瑞北國小 花蓮縣瑞穗鄉(水保局)                
      0.0mm 那瑪夏國 高雄市那瑪夏區(水保局)              
      0.0mm 永興國小 南投縣水里鄉(水保局)                
      0.0mm 太和村   嘉義縣梅山鄉(水保局)                
      0.0mm 羅娜國小 南投縣信義鄉(水保局)                
      0.0mm 拉拉山   桃園市復興區(合作站)                
      0.0mm 金門(東) 金門縣金湖鎮(合作站)                
      0.0mm 飛鳳山   新竹縣芎林鄉                       
      0.0mm 花壇     彰化縣花壇鄉                       
      0.0mm 宜蘭     宜蘭縣宜蘭市(氣象站)                
      0.0mm 五結     宜蘭縣五結鄉                       
      0.0mm 信賢派出 新北市烏來區(水保局)                
      0.0mm 頭份     苗栗縣頭份市                       
      0.0mm 白布帆   苗栗縣卓蘭鎮(水保局)                
      0.0mm 六龜(4)  高雄市六龜區(第7河川局)             
      0.0mm 德基     臺中市和平區                       
      0.0mm 凍頂茶改 南投縣鹿谷鄉(合作站)                
      0.0mm 九份二山 南投縣國姓鄉(水保局)                
      0.0mm 神木     南投縣信義鄉(水保局)                
      0.0mm 大湖分場 苗栗縣大湖鄉(合作站)                
      0.0mm 豐丘     南投縣信義鄉(水保局)                
      0.0mm 郡坑     南投縣水里鄉(水保局)                
      0.0mm 上安     南投縣水里鄉(水保局)                
      0.0mm 楠溪     南投縣信義鄉(第7河川局)             
      0.0mm 外來吉   嘉義縣阿里山鄉(第4河川局)           
      0.0mm 高中(2)  高雄市六龜區(第7河川局)             
      0.0mm 民權     高雄市那瑪夏區(第7河川局)           
      0.0mm 寶山     高雄市桃源區(第7河川局)             
      0.0mm 蓮華池   南投縣魚池鄉(合作站)                
      0.0mm 多納(1)  高雄市茂林區(第7河川局)             
      0.0mm 溝坪     高雄市內門區(第7河川局)             
      0.0mm 豐山     嘉義縣阿里山鄉(第4河川局)           
      0.0mm 魚池茶改 南投縣魚池鄉(合作站)                
      0.0mm 臺大竹山 南投縣竹山鎮(合作站)                
      0.0mm 嘉義農試 嘉義市東區(合作站)                  
      0.0mm 伸港     彰化縣伸港鄉                       
      0.0mm 豐山     嘉義縣阿里山鄉(水保局)              
      0.0mm 松鶴     臺中市和平區(水保局)                
      0.0mm 二水     彰化縣二水鄉                       
      0.0mm 中央大學 桃園市中壢區(合作站)                
      0.0mm 建山國小 高雄市桃源區(水保局)                
      0.0mm 文化大學 臺北市士林區(合作站)                
      0.0mm 古坑     雲林縣古坑鄉(合作站)                
      0.0mm 龜山     桃園市龜山區                       
      0.0mm 東沙島   高雄市旗津區(合作站)                
      0.0mm 長坑國小 新北市八里區(水保局)                
      0.0mm 膽曼     臺東縣成功鎮(水保局)                
      0.0mm 加拿國小 臺東縣鹿野鄉(水保局)                
      0.0mm 大安森林 臺北市大安區(合作站)                
      0.0mm 阿里山國 嘉義縣阿里山鄉(水保局)              
      0.0mm 農工中心 桃園市中壢區(合作站)                
      0.0mm 羌黃坑   臺南市南化區(水保局)                
      0.0mm 蘇樂     桃園市復興區(水保局)                
      0.0mm 坪頂     雲林縣林內鄉(水保局)                
      0.0mm 桃園農改 桃園市新屋區(合作站)                
      0.0mm 南豐     南投縣仁愛鄉(水保局)                
      0.0mm 消防署訓 南投縣竹山鎮(合作站)                
      0.0mm 精忠站   新北市新店區(水保局)                
      0.0mm 臺灣大學 臺北市大安區(臺灣大學)              
      0.0mm 臺大溪頭 南投縣鹿谷鄉(合作站)                
      0.0mm 北山(2)  南投縣國姓鄉(第3河川局)             
      0.0mm 草屯(4)  南投縣草屯鎮(第3河川局)             
      0.0mm 丹大     南投縣信義鄉                       
      0.0mm 石牌     臺北市北投區                       
      0.0mm 廬山     南投縣仁愛鄉                       
      0.0mm 石寧山   臺東縣長濱鄉                       
      0.0mm 信義     南投縣信義鄉                       
      0.0mm 和社     南投縣信義鄉                       
      0.0mm 大尖山   南投縣仁愛鄉                       
      0.0mm 翠峰     南投縣仁愛鄉                       
      0.0mm 萬大     南投縣仁愛鄉                       
      0.0mm 關山     臺東縣關山鎮                       
      0.0mm 萬大林道 南投縣仁愛鄉                       
      0.0mm 梅峰     南投縣仁愛鄉                       
      0.0mm 茶山     嘉義縣阿里山鄉                     
      0.0mm 東莒     連江縣莒光鄉                       
      0.0mm 桃山A    臺中市和平區                       
      0.0mm 里佳     嘉義縣阿里山鄉                     
      0.0mm 達邦     嘉義縣阿里山鄉                     
      0.0mm 山美     嘉義縣阿里山鄉                     
      0.0mm 杉林溪   南投縣竹山鎮                       
      0.0mm 七塊厝   臺東縣東河鄉                       
      0.0mm 社子     臺北市士林區                       
      0.0mm 武界     南投縣仁愛鄉                       
      0.0mm 天母     臺北市士林區                       
      0.0mm 平等國小 臺北市士林區(水利處)                
      0.0mm 格致國中 臺北市士林區(水利處)                
      0.0mm 三興國小 臺北市信義區(水利處)                
      0.0mm 至善國中 臺北市士林區(水利處)                
      0.0mm 碧湖國小 臺北市內湖區(水利處)                
      0.0mm 東湖國小 臺北市內湖區(水利處)                
      0.0mm 市政中心 臺北市信義區(水利處)                
      0.0mm 內湖     臺北市內湖區                       
      0.0mm 留公國中 臺北市信義區(水利處)                
      0.0mm 中正國中 臺北市中正區(水利處)                
      0.0mm 民生國中 臺北市松山區(水利處)                
      0.0mm 太平國小 臺北市大同區(水利處)                
      0.0mm 竹山     南投縣竹山鎮                       
      0.0mm 永和     新北市永和區                       
      0.0mm 鳳凰     南投縣鹿谷鄉                       
      0.0mm 福州山   臺北市大安區(大地工程處)            
      0.0mm 士林     臺北市士林區                       
      0.0mm 大屯國小 臺北市北投區(水利處)                
      0.0mm 陽明高中 臺北市士林區(水利處)                
      0.0mm 北投國小 臺北市北投區(水利處)                
      0.0mm 桃源國中 臺北市北投區(水利處)                
      0.0mm 線浸林道 南投縣鹿谷鄉                       
      0.0mm 平等     臺北市士林區                       
      0.0mm 望鄉山   南投縣信義鄉                       
      0.0mm 中埔     嘉義縣中埔鄉                       
      0.0mm 萬山     高雄市茂林區                       
      0.0mm 東河     臺東縣東河鄉                       
      0.0mm 慈恩     花蓮縣秀林鄉                       
      0.0mm 多納林道 高雄市茂林區                       
      0.0mm 雙連埤   宜蘭縣員山鄉                       
      0.0mm 瑞和     臺東縣鹿野鄉                       
      0.0mm 德武     花蓮縣玉里鎮                       
      0.0mm 寒溪     宜蘭縣冬山鄉                       
      0.0mm 長濱     臺東縣長濱鄉                       
      0.0mm 高寮     花蓮縣玉里鎮                       
      0.0mm 番路     嘉義縣番路鄉                       
      0.0mm 翠華     南投縣仁愛鄉                       
      0.0mm 六龜     高雄市六龜區                       
      0.0mm 魚池     南投縣魚池鄉                       
      0.0mm 仁愛     南投縣仁愛鄉                       
      0.0mm 水里     南投縣水里鄉                       
      0.0mm 集集     南投縣集集鎮                       
      0.0mm 白河     臺南市白河區                       
      0.0mm 明里     花蓮縣富里鄉                       
      0.0mm 名間     南投縣名間鄉                       
      0.0mm 多加屯   宜蘭縣大同鄉                       
      0.0mm 嘉義市東 嘉義市東區                         
      0.0mm 卡奈托灣 南投縣信義鄉                       
      0.0mm 奮起湖   嘉義縣竹崎鄉                       
      0.0mm 民雄     嘉義縣民雄鄉                       
      0.0mm 青雲     南投縣信義鄉                       
      0.0mm 十字     嘉義縣阿里山鄉                     
      0.0mm 獨立山   嘉義縣竹崎鄉                       
      0.0mm 金沙     金門縣金沙鎮                       
      0.0mm 富里     花蓮縣富里鄉                       
      0.0mm 舞鶴     花蓮縣瑞穗鄉                       
      0.0mm 松山     臺北市松山區                       
      0.0mm 大礁溪   宜蘭縣礁溪鄉                       
      0.0mm 三星     宜蘭縣三星鄉                       
      0.0mm 池上     臺東縣池上鄉                       
      0.0mm 中平林道 花蓮縣卓溪鄉                       
      0.0mm 員山     宜蘭縣員山鄉                       
      0.0mm 紅石     臺東縣海端鄉                       
      0.0mm 斗六     雲林縣斗六市                       
      0.0mm 冬山     宜蘭縣冬山鄉                       
      0.0mm 林內     雲林縣林內鄉                       
      0.0mm 內城     宜蘭縣員山鄉                       
      0.0mm 卓溪     花蓮縣卓溪鄉                       
      0.0mm 信義     臺北市信義區                       
      0.0mm 五股     新北市五股區                       
      0.0mm 埤腹     臺北市文山區(水利處)                
      0.0mm 阿眉     南投縣仁愛鄉                       
      0.0mm 鹿鳴橋   臺東縣鹿野鄉(第8河川局)             
      0.0mm 鯉潭     南投縣埔里鎮                       
      0.0mm 清泉     新竹縣五峰鄉(第2河川局)             
      0.0mm 梅花     新竹縣尖石鄉(第2河川局)             
      0.0mm 上谷關   臺中市和平區                       
      0.0mm 橫龍山   苗栗縣泰安鄉(第2河川局)             
      0.0mm 新埔(1)  新竹縣新埔鎮(第2河川局)             
      0.0mm 關西(3)  新竹縣關西鎮(第2河川局)             
      0.0mm 合歡山   南投縣仁愛鄉                       
      0.0mm 王爺宮   臺南市六甲區                       
      0.0mm 惠蓀(2)  南投縣仁愛鄉(第3河川局)             
      0.0mm 龍美     嘉義縣番路鄉                       
      0.0mm 北寮     臺南市南化區                       
      0.0mm 馬頭山   嘉義縣大埔鄉                       
      0.0mm 外大坪   南投縣埔里鎮                       
      0.0mm 大棟山   臺南市白河區                       
      0.0mm 環湖     臺南市大內區                       
      0.0mm 集集(2)  南投縣集集鎮(第4河川局)             
      0.0mm 龍神橋   南投縣水里鄉(第4河川局)             
      0.0mm 雙崎(2)  臺中市和平區(第3河川局)             
      0.0mm 象鼻(1)  苗栗縣泰安鄉(第3河川局)             
      0.0mm 松安     苗栗縣泰安鄉(第3河川局)             
      0.0mm 桶頭(2)  南投縣竹山鎮(第4河川局)             
      0.0mm 豐丘     南投縣信義鄉                       
      0.0mm 雪嶺     臺中市和平區                       
      0.0mm 翠巒     南投縣仁愛鄉(第3河川局)             
      0.0mm 翠峰     南投縣仁愛鄉(第4河川局)             
      0.0mm 望鄉     南投縣信義鄉(第4河川局)             
      0.0mm 六分寮   南投縣南投市(第3河川局)             
      0.0mm 西巒     南投縣信義鄉                       
      0.0mm 東埔     南投縣信義鄉(第4河川局)             
      0.0mm 雪嶺     臺中市和平區(第3河川局)             
      0.0mm 大潭     苗栗縣造橋鄉(第2河川局)             
      0.0mm 審馬陣A  臺中市和平區                       
      0.0mm 卓蘭(2)  臺中市東勢區(第3河川局)             
      0.0mm 稍來     臺中市和平區                       
      0.0mm 大埔     苗栗縣竹南鎮(第2河川局)             
      0.0mm 珊珠湖   苗栗縣頭份鎮(第2河川局)             
      0.0mm 赤柯山   花蓮縣玉里鎮                       
      0.0mm 石岡     臺中市石岡區                       
      0.0mm 新開     苗栗縣大湖鄉                       
      0.0mm 松安     苗栗縣泰安鄉                       
      0.0mm 北坑     南投縣埔里鎮                       
      0.0mm 鎮西堡   新竹縣尖石鄉(石門水庫)              
      0.0mm 白石     新竹縣尖石鄉(石門水庫)              
      0.0mm 嘎拉賀   桃園市復興區(石門水庫)              
      0.0mm 瑞岩     南投縣仁愛鄉                       
      0.0mm 劍南路   臺北市中山區(大地工程處)            
      0.0mm 貴子坑   臺北市北投區(大地工程處)            
      0.0mm 中寮     南投縣中寮鄉                       
      0.0mm 埔里     南投縣埔里鎮                       
      0.0mm 金面山   臺北市內湖區(大地工程處)            
      0.0mm 劍潭山   臺北市中山區(大地工程處)            
      0.0mm 稻香里   臺北市北投區(大地工程處)            
      0.0mm 大湖里   臺北市內湖區(大地工程處)            
      0.0mm 明德樂園 臺北市士林區(大地工程處)            
      0.0mm 神木村   南投縣信義鄉                       
      0.0mm 安泰里   臺北市內湖區(大地工程處)            
      0.0mm 玉成     臺北市南港區(水利處)                
      0.0mm 中洲     臺北市士林區(水利處)                
      0.0mm 福山     新北市烏來區                       
      0.0mm 建國     臺北市中山區(水利處)                
      0.0mm 福德     臺北市士林區(水利處)                
      0.0mm 雙溪     臺北市士林區(水利處)                
      0.0mm 大鞍     南投縣竹山鎮                       
      0.0mm 桶頭     南投縣竹山鎮                       
      0.0mm 溪頭     南投縣鹿谷鄉                       
      0.0mm 仙跡岩   臺北市文山區(大地工程處)            
      0.0mm 石門後池 桃園市龍潭區(十河局)                
      0.0mm 龍壽社區 桃園市龜山區(十河局)                
      0.0mm 中心崙   南投縣竹山鎮                       
      0.0mm 小林     高雄市甲仙區                       
      0.0mm 玉井     臺南市玉井區                       
      0.0mm 林口國中 新北市林口區(十河局)                
      0.0mm 表湖     嘉義縣大埔鄉                       
      0.0mm 巴陵     桃園市復興區(石門水庫)              
      0.0mm 玉峰     新竹縣尖石鄉(石門水庫)              
      0.0mm 高義     桃園市復興區(石門水庫)              
      0.0mm 御油山   高雄市桃源區                       
      0.0mm 烏石坑   臺中市和平區                       
      0.0mm 復興     高雄市桃源區                       
      0.0mm 中正橋   臺北市水源路(十河局)                
      0.0mm 清流     南投縣仁愛鄉                       
      0.0mm 伯公龍   臺中市東勢區                       
      0.0mm 國一五楊 桃園市龜山區                       
      0.0mm 甲仙     高雄市甲仙區                       
      0.0mm 尾寮山   屏東縣三地門鄉                     
      0.0mm 小關山   高雄市桃源區                       
      0.0mm 梅山     高雄市桃源區                       
      0.0mm 新高口   南投縣信義鄉                       
      0.0mm 中興新村 南投縣南投市(水保局)                
